duration,audio_entropy,audio_energy,load_time,process_time,execution_time
5.982,14.989642143249512,571.4021606445312,9.591645165036121,10.922219301573932,15.513864466610052
22.1,17.14545440673828,1783.644287109375,10.143965397961438,3.03303390275687,13.176999300718307
13.27,16.33627700805664,1327.8326416015625,9.951017373862365,3.010777004994452,12.961794378856817
2.403,14.02470588684082,247.19436645507812,9.962262670509517,2.12486769258976,12.087130363099277
17.92,16.806381225585938,1393.758056640625,10.354244179092348,3.6846554800868034,14.038899659179151
0.731,11.924478530883789,69.76542663574219,9.435065140016377,2.0284211533144116,11.463486293330789
1.62,13.126882553100586,117.92896270751953,9.991875362582505,1.9250129871070385,11.916888349689543
3.527,14.639212608337402,262.53759765625,8.854682963031033,2.2329162899404764,11.08759925297151
12.539,16.435821533203125,1095.4566650390625,9.378807508386672,2.8740692595019937,12.252876767888665
12.565,16.392745971679688,1082.9327392578125,9.337862696498632,3.001723854802549,12.339586551301181
13.793,16.42727279663086,1196.1209716796875,9.805941033177078,3.1662768833339214,12.972217916511
2.273,13.954178810119629,193.3651580810547,9.223343318638703,2.1896011969074607,11.412944515546164
4.258,14.809455871582031,337.50970458984375,9.482790963413814,2.282682355493307,11.765473318907121
24.189,16.976131439208984,2062.20849609375,9.285238130638996,3.122201558202505,12.407439688841501
17.267,16.50094985961914,1325.3282470703125,9.458576549155017,3.074477876536548,12.533054425691565
19.879,16.71299171447754,1986.47802734375,9.717135050954917,3.3655521124601364,13.082687163415054
4.963,14.670042037963867,414.89703369140625,9.340336504702767,2.4063685135915875,11.746705018294355
5.695,15.147661209106445,493.2315673828125,9.642609066640338,2.2735716328024864,11.916180699442824
1.698,13.156886100769043,147.6749725341797,9.334483719430864,2.145638014189899,11.480121733620763
1.202,12.758923530578613,72.84786224365234,10.045755819107095,2.1062462413683534,12.152002060475448
2.691,13.967988014221191,226.03407287597656,9.309138531796634,2.3457990484312177,11.654937580227852
21.917,16.82649040222168,2067.325439453125,9.655140365473926,3.720960226841271,13.376100592315197
7.706,15.54664421081543,716.350341796875,9.008224043995142,2.538410307839513,11.546634351834655
7.941,15.748830795288086,717.9815063476562,9.51201160531491,2.759972752071917,12.271984357386827
12.852,16.198495864868164,1066.0029296875,9.605372982410094,3.277264184318483,12.882637166728577
25.156,17.261371612548828,2209.89697265625,9.720183052122593,3.6603832729160786,13.380566325038671
1.567,13.340021133422852,123.4169921875,10.100799875023464,1.9963274169713259,12.09712729199479
0.836,11.851541519165039,41.19419479370117,9.41812891792506,1.5943549880757928,11.012483906000853
4.624,14.630949974060059,520.4832153320312,9.639999145331482,2.3597857393324375,11.999784884663919
3.709,14.413830757141113,363.29498291015625,9.906093612934152,2.7100422801449895,12.616135893079141
27.847,17.272092819213867,2337.948974609375,9.367997357621789,3.8398981047794223,13.207895462401211
17.737,16.70901870727539,1561.2779541015625,10.027903084953627,2.960755141451955,12.988658226405581
4.31,14.662158966064453,526.0950317382812,9.715724984494349,2.2300625341013074,11.945787518595656
22.23,16.943754196166992,2000.003173828125,8.994781667366624,3.363427189178765,12.358208856545389
4.415,14.876001358032227,388.43157958984375,9.266537631551424,2.4826718447729945,11.749209476324419
4.859,14.946864128112793,424.4154357910156,9.845845273075005,2.5061731105670333,12.352018383642038
21.133,17.14566993713379,1959.55029296875,9.5270055734242,4.4607844445854425,13.987790018009642
4.624,14.869355201721191,472.0966491699219,9.380874151053527,2.551620479673147,11.932494630726675
5.094,14.920382499694824,533.5509643554688,9.252408572472632,2.56336064171046,11.815769214183092
5.695,15.34953498840332,476.40679931640625,9.34099598477284,2.7823207527399063,12.123316737512747
7.367,15.26695442199707,610.1282958984375,9.71160040795803,2.609558313153684,12.321158721111715
9.639,15.849250793457031,772.7327880859375,9.177110413710276,2.3398242611438036,11.51693467485408
18.625,16.774812698364258,1580.8280029296875,9.144723849991957,3.742155000567436,12.886878850559393
19.644,16.976619720458984,1691.717041015625,9.421947285843393,3.167940734885633,12.589888020729026
3.422,14.592288970947266,298.9209289550781,9.354291959665716,2.062951300293207,11.417243259958923
17.267,16.69417381286621,1559.5650634765625,9.63568803264449,3.256120139732957,12.891808172377447
2.038,13.262125015258789,281.5681457519531,9.521155760313073,2.1824754290282726,11.703631189341346
6.687,15.345837593078613,559.9057006835938,9.035519062541425,2.531225139275193,11.566744201816618
8.725,15.596944808959961,701.3544921875,9.430861570251485,2.3006396954879165,11.731501265739402
10.815,16.08951187133789,1112.6341552734375,9.518471701691547,2.6124661220237613,12.130937823715309
7.654,15.521027565002441,700.4578247070312,9.715277232540151,2.2569814594462514,11.972258691986402
4.859,15.041703224182129,394.1736755371094,8.993897194663683,2.546682681888342,11.540579876552025
25.496,17.33348846435547,2242.0419921875,9.5027253155907,3.921646835282445,13.424372150873145
20.376,16.8515567779541,1881.1375732421875,9.786586587317288,3.2673731315881014,13.05395971890539
22.465,16.873865127563477,1861.093505859375,9.612718659763535,4.090375366620719,13.703094026384255
