image_height,image_width,image_entropy,question_length,question_type,gpu_memory_usage,num_model_params,execution_time
320,1152,7.875897604129415,19,9,1478.57470703125,384672572,0.16067965608090162
320,1152,7.545374960928132,20,0,1478.57470703125,384672572,0.15103324130177498
320,1152,7.540440100789313,23,9,1478.57470703125,384672572,0.16280346736311913
320,1280,7.095550369333093,21,0,1478.57470703125,384672572,0.19182447716593742
320,1280,7.79366694351072,27,1,1478.57470703125,384672572,0.1838166555389762
320,1280,7.664931408525243,30,2,1478.57470703125,384672572,0.18995091039687395
320,1280,7.498777428243992,31,3,1478.57470703125,384672572,0.1465752562507987
320,1280,7.681531497120517,23,0,1478.57470703125,384672572,0.17747503332793713
320,1280,7.935485417930272,22,9,1478.57470703125,384672572,0.1685068840160966
320,1280,7.739086960071423,23,0,1478.57470703125,384672572,0.20391464419662952
320,1280,7.275011069233309,19,9,1478.57470703125,384672572,0.19452331773936749
320,1280,6.4807584898145745,20,0,1478.57470703125,384672572,0.09427854418754578
320,1280,7.723584243682499,23,9,1478.57470703125,384672572,0.09501255117356777
480,320,6.580041842680528,21,0,1478.57470703125,384672572,0.12229364272207022
480,320,6.600933274482502,27,1,1478.57470703125,384672572,0.22908567544072866
480,320,6.798237001274377,30,2,1478.57470703125,384672572,0.21544596459716558
480,320,7.342396821648213,31,3,1478.57470703125,384672572,0.1641159327700734
480,320,7.747274102253393,23,0,1478.57470703125,384672572,0.1762290857732296
480,320,7.231321036666142,22,9,1478.57470703125,384672572,0.16403836011886597
480,320,7.169638822279824,23,0,1478.57470703125,384672572,0.17430165596306324
480,320,6.891460639974067,19,9,1478.57470703125,384672572,0.17172650434076786
480,320,7.411364074344086,20,0,1478.57470703125,384672572,0.1772944675758481
480,320,6.385835606919677,23,9,1478.57470703125,384672572,0.15930469799786806
480,480,7.81660261392152,21,0,1478.57470703125,384672572,0.16511005442589521
480,480,7.524854269855963,27,1,1478.57470703125,384672572,0.181149878539145
480,480,7.699543278307555,30,2,1478.57470703125,384672572,0.11204430367797613
480,480,7.792018016940489,31,3,1478.57470703125,384672572,0.16512800939381123
480,480,7.781592224094401,23,0,1478.57470703125,384672572,0.16026446130126715
480,480,7.808150405565783,22,9,1478.57470703125,384672572,0.15450367704033852
480,480,7.924373813587517,23,0,1478.57470703125,384672572,0.18347006756812334
480,480,7.6746473434110385,19,9,1478.57470703125,384672572,0.14839149918407202
480,480,7.794338510382252,20,0,1478.57470703125,384672572,0.18256534822285175
480,480,7.9019306821716455,23,9,1478.57470703125,384672572,0.15914379246532917
480,512,7.312756013915831,21,0,1478.57470703125,384672572,0.1560381082817912
480,512,7.859657079224546,27,1,1478.57470703125,384672572,0.155306582339108
480,512,7.769752911084094,30,2,1478.57470703125,384672572,0.09859496913850307
480,512,7.8775073042641806,31,3,1478.57470703125,384672572,0.1482175923883915
480,512,7.917589769806541,23,0,1478.57470703125,384672572,0.12266561016440392
480,512,7.769489951557794,22,9,1478.57470703125,384672572,0.17242409382015467
480,512,7.820930465451455,23,0,1478.57470703125,384672572,0.18387071322649717
480,512,7.628022646390728,19,9,1478.57470703125,384672572,0.18064030539244413
480,512,7.822753274341937,20,0,1478.57470703125,384672572,0.20102630276232958
480,512,7.78502205820833,23,9,1478.57470703125,384672572,0.17640547081828117
480,576,7.567786044143462,21,0,1478.57470703125,384672572,0.21045756805688143
480,576,7.902984309465831,27,1,1478.57470703125,384672572,0.2076574331149459
480,576,7.845571184778021,30,2,1478.57470703125,384672572,0.1786344274878502
480,576,7.91002856738321,31,3,1478.57470703125,384672572,0.21339843049645424
480,576,7.591787002489074,23,0,1478.57470703125,384672572,0.17356090154498816
480,576,7.554413316962712,22,9,1478.57470703125,384672572,0.10445812903344631
480,576,7.7624867225177105,23,0,1478.57470703125,384672572,0.09551777224987745
480,576,7.9509075513833976,19,9,1478.57470703125,384672572,0.09496376290917397
480,576,7.639793143580196,20,0,1478.57470703125,384672572,0.1482451381161809
480,576,7.934286706087374,23,9,1478.57470703125,384672572,0.31890792958438396
480,640,7.51943933899469,21,0,1478.57470703125,384672572,0.2238813629373908
480,640,7.449026170351688,27,1,1478.57470703125,384672572,0.21166108921170235
480,640,7.432528576237839,30,2,1478.57470703125,384672572,0.22273802664130926
480,640,7.730124198502767,31,3,1478.57470703125,384672572,0.23822311963886023
480,640,7.624555562562697,23,0,1478.57470703125,384672572,0.25159560050815344
480,640,7.85965962237509,22,9,1478.57470703125,384672572,0.2536633014678955
480,640,7.471306437852837,23,0,1478.57470703125,384672572,0.20001573767513037
480,640,5.337129395035538,19,9,1478.57470703125,384672572,0.24785772059112787
480,640,7.778712005916166,20,0,1478.57470703125,384672572,0.19104567170143127
480,640,6.9934999599813406,23,9,1478.57470703125,384672572,0.16693860664963722
480,768,7.5330803744607095,21,0,1478.57470703125,384672572,0.21582071855664253
480,768,7.524915457155146,27,1,1478.57470703125,384672572,0.20434269588440657
480,768,7.728749773881163,30,2,1478.57470703125,384672572,0.23652610834687948
480,768,7.196177518234284,31,3,1478.57470703125,384672572,0.20106699783354998
480,768,7.650108531251058,23,0,1478.57470703125,384672572,0.21453161165118217
480,768,7.458006659292035,22,9,1478.57470703125,384672572,0.19566258881241083
480,768,7.767653686045916,23,0,1478.57470703125,384672572,0.2070027608424425
480,768,7.3911059155758405,19,9,1478.57470703125,384672572,0.20731879770755768
480,768,7.633183664248071,20,0,1478.57470703125,384672572,0.21651625353842974
480,768,7.203885603347533,23,9,1478.57470703125,384672572,0.24950352124869823
480,800,6.29012681736404,21,0,1478.57470703125,384672572,0.1445610150694847
480,800,7.771194169870039,27,1,1478.57470703125,384672572,0.14718933403491974
480,800,7.629149387213257,30,2,1478.57470703125,384672572,0.1450061034411192
480,800,7.782169154460142,31,3,1478.57470703125,384672572,0.0857416344806552
480,800,7.344603201840181,23,0,1478.57470703125,384672572,0.08520745113492012
480,800,6.943944384054996,22,9,1478.57470703125,384672572,0.16804516222327948
480,800,7.580795582187248,23,0,1478.57470703125,384672572,0.1749553671106696
480,800,7.712491202212697,19,9,1478.57470703125,384672572,0.17581100389361382
480,800,7.757624957731722,20,0,1478.57470703125,384672572,0.1738981418311596
480,800,7.622871987899348,23,9,1478.57470703125,384672572,0.16870554722845554
480,1024,6.467455902555391,21,0,1478.57470703125,384672572,0.15600232407450676
480,1024,7.850133074138735,27,1,1478.57470703125,384672572,0.1851779641583562
480,1024,7.5165368700683555,30,2,1478.57470703125,384672572,0.14811479020863771
480,1024,7.307341105318192,31,3,1478.57470703125,384672572,0.1880739312618971
480,1024,6.97916124264129,23,0,1478.57470703125,384672572,0.17930854577571154
480,1024,7.675178431117606,22,9,1478.57470703125,384672572,0.17911448050290346
480,1024,7.584886582026166,23,0,1478.57470703125,384672572,0.2108099451288581
480,1024,7.708375454889526,19,9,1478.57470703125,384672572,0.1531623350456357
480,1024,7.634554722782638,20,0,1478.57470703125,384672572,0.15605696104466915
480,1024,7.902140396755536,23,9,1478.57470703125,384672572,0.19103255029767752
480,1152,7.095717210397709,21,0,1478.57470703125,384672572,0.1766824647784233
480,1152,7.3857524017951866,27,1,1478.57470703125,384672572,0.10095817409455776
480,1152,7.72140294215809,30,2,1478.57470703125,384672572,0.11317247711122036
480,1152,7.706544502885997,31,3,1478.57470703125,384672572,0.13749614171683788
480,1152,7.798521779455605,23,0,1478.57470703125,384672572,0.17604269552975893
480,1152,7.4021912556993925,22,9,1478.57470703125,384672572,0.18052396085113287
480,1152,7.593933669529252,23,0,1478.57470703125,384672572,0.15665346011519432
480,1152,7.63535176711536,19,9,1478.57470703125,384672572,0.17720268666744232
480,1152,7.206971668448263,20,0,1478.57470703125,384672572,0.11258894577622414
480,1152,7.560589042942205,23,9,1478.57470703125,384672572,0.1734275510534644
480,1280,7.400452447741484,21,0,1478.57470703125,384672572,0.11277669575065374
480,1280,7.665857863991409,27,1,1478.57470703125,384672572,0.16420512553304434
480,1280,6.5822060456466165,30,2,1478.57470703125,384672572,0.16347220167517662
480,1280,7.41031243310928,31,3,1478.57470703125,384672572,0.28006946481764317
480,1280,7.758215346953774,23,0,1478.57470703125,384672572,0.2058744402602315
480,1280,7.7635397904556,22,9,1478.57470703125,384672572,0.1853273417800665
480,1280,7.671065314602804,23,0,1478.57470703125,384672572,0.20435188431292772
480,1280,7.3423420922017035,19,9,1478.57470703125,384672572,0.1813867725431919
480,1280,6.706382554638601,20,0,1478.57470703125,384672572,0.2272509355098009
480,1280,7.818677972229199,23,9,1478.57470703125,384672572,0.22837561927735806
512,320,7.5121666319368146,21,0,1478.57470703125,384672572,0.23445068765431643
512,320,6.562562365551277,27,1,1478.57470703125,384672572,0.1721670050173998
512,320,6.775225919847175,30,2,1478.57470703125,384672572,0.20055679604411125
512,320,7.4192234017613785,31,3,1478.57470703125,384672572,0.07764393277466297
512,320,6.559191727899421,23,0,1478.57470703125,384672572,0.17196431197226048
512,320,7.101784530401567,22,9,1478.57470703125,384672572,0.14941552840173244
512,320,6.707913165259921,23,0,1478.57470703125,384672572,0.20037393365055323
512,320,7.222195237829959,19,9,1478.57470703125,384672572,0.2211187519133091
512,320,7.535862272671619,20,0,1478.57470703125,384672572,0.2527361875399947
512,320,7.460901059689075,23,9,1478.57470703125,384672572,0.1805154513567686
512,480,7.564542412328672,21,0,1478.57470703125,384672572,0.22494318895041943
512,480,7.625169349732304,27,1,1478.57470703125,384672572,0.16555363964289427
512,480,7.625182765831578,30,2,1478.57470703125,384672572,0.1556965233758092
512,480,7.785097330440427,31,3,1478.57470703125,384672572,0.1381022771820426
512,480,7.642641519844089,23,0,1478.57470703125,384672572,0.14748568460345268
512,480,7.69929016222798,22,9,1478.57470703125,384672572,0.1736006336286664
512,480,7.6938534059190005,23,0,1478.57470703125,384672572,0.1623371560126543
512,480,7.091043657752932,19,9,1478.57470703125,384672572,0.09401119872927666
512,480,7.782396187824052,20,0,1478.57470703125,384672572,0.16478028614073992
512,480,5.556719378450756,23,9,1478.57470703125,384672572,0.10899593960493803
512,512,7.721672489222657,21,0,1478.57470703125,384672572,0.19573082868009806
512,512,7.584675031275309,27,1,1478.57470703125,384672572,0.21196765266358852
512,512,7.8615662017204775,30,2,1478.57470703125,384672572,0.17223692685365677
512,512,6.883565564806721,31,3,1478.57470703125,384672572,0.19339236989617348
512,512,7.5264628921243375,23,0,1478.57470703125,384672572,0.20707228779792786
512,512,7.676558354446298,22,9,1478.57470703125,384672572,0.1887820092961192
512,512,7.6992037797782205,23,0,1478.57470703125,384672572,0.16490246634930372
512,512,7.716837181957795,19,9,1478.57470703125,384672572,0.15612167585641146
512,512,7.697940158770757,20,0,1478.57470703125,384672572,0.15512447711080313
512,512,7.8407253221375415,23,9,1478.57470703125,384672572,0.14924211334437132
512,576,6.699359851987126,21,0,1478.57470703125,384672572,0.1373817678540945
512,576,7.934665341168152,27,1,1478.57470703125,384672572,0.15615320298820734
512,576,7.685311071945351,30,2,1478.57470703125,384672572,0.10133594926446676
512,576,7.708847542275578,31,3,1478.57470703125,384672572,0.23890314903110266
512,576,7.927159399327937,23,0,1478.57470703125,384672572,0.1735648913308978
512,576,7.719771136731266,22,9,1478.57470703125,384672572,0.15760450065135956
512,576,7.9065880647811575,23,0,1478.57470703125,384672572,0.15856130607426167
512,576,7.033460643572192,19,9,1478.57470703125,384672572,0.17243560403585434
512,576,7.824218597561114,20,0,1478.57470703125,384672572,0.2447079624980688
512,576,7.789702450647749,23,9,1478.57470703125,384672572,0.17426274437457323
512,640,7.140913560725087,21,0,1478.57470703125,384672572,0.16744626499712467
512,640,7.581568782542089,27,1,1478.57470703125,384672572,0.18734605237841606
512,640,7.81478183540114,30,2,1478.57470703125,384672572,0.08329727035015821
512,640,6.901000179141798,31,3,1478.57470703125,384672572,0.17550436407327652
512,640,7.719283647223148,23,0,1478.57470703125,384672572,0.17519592680037022
512,640,7.082990555677448,22,9,1478.57470703125,384672572,0.17926919739693403
512,640,7.637900081104947,23,0,1478.57470703125,384672572,0.18488443829119205
512,640,7.254959633015863,19,9,1478.57470703125,384672572,0.16094875428825617
512,640,7.775729492729061,20,0,1478.57470703125,384672572,0.17356769740581512
512,640,6.156279147768308,23,9,1478.57470703125,384672572,0.09422379732131958
512,768,7.518476311052755,21,0,1478.57470703125,384672572,0.09377030376344919
512,768,7.633902113051553,27,1,1478.57470703125,384672572,0.15813680365681648
512,768,7.8591677125068715,30,2,1478.57470703125,384672572,0.14684606064110994
512,768,7.521197458841085,31,3,1478.57470703125,384672572,0.15296886395663023
512,768,7.749200809180154,23,0,1478.57470703125,384672572,0.15255753509700298
512,768,7.89476516643043,22,9,1478.57470703125,384672572,0.10031384229660034
512,768,7.660748590746891,23,0,1478.57470703125,384672572,0.15468508377671242
512,768,7.738273650167595,19,9,1478.57470703125,384672572,0.17312314454466105
512,768,7.792716955145274,20,0,1478.57470703125,384672572,0.20904227998107672
512,768,7.913077881862094,23,9,1478.57470703125,384672572,0.2373538352549076
512,800,7.765132641890569,21,0,1478.57470703125,384672572,0.2521009845659137
512,800,7.456718923927692,27,1,1478.57470703125,384672572,0.18075772933661938
512,800,7.06169415344354,30,2,1478.57470703125,384672572,0.18738272227346897
512,800,7.369654912519298,31,3,1478.57470703125,384672572,0.18789054360240698
512,800,7.433086796837039,23,0,1478.57470703125,384672572,0.22567793540656567
512,800,6.646041334338854,22,9,1478.57470703125,384672572,0.21496378351002932
512,800,7.37646538310726,23,0,1478.57470703125,384672572,0.1767314588651061
512,800,7.512966979695857,19,9,1478.57470703125,384672572,0.17439063731580973
512,800,7.429527827686524,20,0,1478.57470703125,384672572,0.22339853644371033
512,800,7.805779786053259,23,9,1478.57470703125,384672572,0.23515123315155506
512,1024,6.047635205492687,21,0,1478.57470703125,384672572,0.1537103820592165
512,1024,7.433033505308391,27,1,1478.57470703125,384672572,0.20764388423413038
512,1024,7.779840100969584,30,2,1478.57470703125,384672572,0.16613291390240192
512,1024,7.573342180761738,31,3,1478.57470703125,384672572,0.14594157505780458
512,1024,7.524202985174025,23,0,1478.57470703125,384672572,0.16167290601879358
512,1024,7.823727540179977,22,9,1478.57470703125,384672572,0.14955203607678413
512,1024,7.801260452228664,23,0,1478.57470703125,384672572,0.08187186066061258
512,1024,7.6659147150630895,19,9,1478.57470703125,384672572,0.08812382537871599
512,1024,7.67607675406054,20,0,1478.57470703125,384672572,0.14665664918720722
512,1024,7.601561913831248,23,9,1478.57470703125,384672572,0.19107148982584476
512,1152,7.399161936050206,21,0,1478.57470703125,384672572,0.2126041129231453
512,1152,7.545816226171434,27,1,1478.57470703125,384672572,0.19630429707467556
512,1152,7.3962428575658645,30,2,1478.57470703125,384672572,0.2241576574742794
512,1152,7.6157235956893725,31,3,1478.57470703125,384672572,0.19838765729218721
512,1152,7.227742306325431,23,0,1478.57470703125,384672572,0.2138464581221342
512,1152,7.685169023415412,22,9,1478.57470703125,384672572,0.14039905462414026
512,1152,7.680699543283653,23,0,1478.57470703125,384672572,0.1875266395509243
512,1152,7.332793868709557,19,9,1478.57470703125,384672572,0.1389924567192793
512,1152,7.417945704775332,20,0,1478.57470703125,384672572,0.16705517284572124
512,1152,7.44757647368473,23,9,1478.57470703125,384672572,0.15504549629986286
512,1280,6.8625578073200755,21,0,1478.57470703125,384672572,0.18106576707214117
512,1280,7.306928282442472,27,1,1478.57470703125,384672572,0.15480017568916082
512,1280,7.635297266656334,30,2,1478.57470703125,384672572,0.1482239468023181
512,1280,7.370793101403616,31,3,1478.57470703125,384672572,0.16826327703893185
512,1280,6.9564586955194265,23,0,1478.57470703125,384672572,0.16213715728372335
512,1280,7.36023440805946,22,9,1478.57470703125,384672572,0.19538111705332994
512,1280,7.469728644289617,23,0,1478.57470703125,384672572,0.15916932094842196
512,1280,7.442316973579175,19,9,1478.57470703125,384672572,0.20221367850899696
512,1280,7.641333388526324,20,0,1478.57470703125,384672572,0.17788572702556849
512,1280,7.232180785916013,23,9,1478.57470703125,384672572,0.18408834841102362
576,320,7.541270806038276,21,0,1478.57470703125,384672572,0.09356871340423822
576,320,7.391737427349161,27,1,1478.57470703125,384672572,0.21559865307062864
576,320,7.888986087464348,30,2,1478.57470703125,384672572,0.11472157668322325
576,320,7.847990681127504,31,3,1478.57470703125,384672572,0.21060708351433277
576,320,7.6982687157376,23,0,1478.57470703125,384672572,0.27151502668857574
576,320,6.840731207486453,22,9,1478.57470703125,384672572,0.20333404373377562
576,320,7.237108881702819,23,0,1478.57470703125,384672572,0.19775115698575974
576,320,6.9402745542150726,19,9,1478.57470703125,384672572,0.19877310935407877
576,320,7.58080631770602,20,0,1478.57470703125,384672572,0.20001127570867538
576,320,7.835542869937936,23,9,1478.57470703125,384672572,0.15142799261957407
576,480,7.597897867099379,21,0,1478.57470703125,384672572,0.18911708239465952
576,480,7.881272028110288,27,1,1478.57470703125,384672572,0.20550670474767685
576,480,7.582311141540982,30,2,1478.57470703125,384672572,0.18299798294901848
576,480,7.353574713734314,31,3,1478.57470703125,384672572,0.20087225176393986
576,480,7.535020912072971,23,0,1478.57470703125,384672572,0.23096612002700567
576,480,7.54718106684413,22,9,1478.57470703125,384672572,0.22020072862505913
576,480,7.808677435212166,23,0,1478.57470703125,384672572,0.3212069161236286
576,480,7.73173526952367,19,9,1478.57470703125,384672572,0.2284739362075925
576,480,7.496433276814096,20,0,1478.57470703125,384672572,0.24306633230298758
576,480,7.4153136966515145,23,9,1478.57470703125,384672572,0.19865727052092552
576,512,7.724691017469214,21,0,1478.57470703125,384672572,0.22110229823738337
576,512,7.519861259624024,27,1,1478.57470703125,384672572,0.19564704690128565
576,512,7.672398030566856,30,2,1478.57470703125,384672572,0.19307682011276484
576,512,7.536267225655557,31,3,1478.57470703125,384672572,0.24361109640449286
576,512,7.7425866395461265,23,0,1478.57470703125,384672572,0.17030028067529202
576,512,7.767236985676757,22,9,1478.57470703125,384672572,0.24872846994549036
576,512,7.594873597023069,23,0,1478.57470703125,384672572,0.17901060171425343
576,512,7.229411373619699,19,9,1478.57470703125,384672572,0.18502977024763823
576,512,7.70504572708592,20,0,1478.57470703125,384672572,0.15405560191720724
576,512,7.7651972864770915,23,9,1478.57470703125,384672572,0.10927723906934261
576,576,7.62892305116649,21,0,1478.57470703125,384672572,0.09478537831455469
576,576,7.292172034222085,27,1,1478.57470703125,384672572,0.14754148852080107
576,576,7.549869517090801,30,2,1478.57470703125,384672572,0.14437966980040073
576,576,7.6310574095665515,31,3,1478.57470703125,384672572,0.13529083505272865
576,576,7.44452145067119,23,0,1478.57470703125,384672572,0.11684632394462824
576,576,7.599652896602565,22,9,1478.57470703125,384672572,0.10864160861819983
576,576,7.804607024084421,23,0,1478.57470703125,384672572,0.08534182887524366
576,576,7.86741061271199,19,9,1478.57470703125,384672572,0.16904404386878014
576,576,7.6612609402543805,20,0,1478.57470703125,384672572,0.18266711197793484
576,576,7.709525666971614,23,9,1478.57470703125,384672572,0.2128150723874569
576,640,7.669409357154773,21,0,1478.57470703125,384672572,0.20291949342936277
576,640,7.776904588410341,27,1,1478.57470703125,384672572,0.18319010641425848
576,640,7.133807719096217,30,2,1478.57470703125,384672572,0.14180177450180054
576,640,7.42824870951703,31,3,1478.57470703125,384672572,0.13637242186814547
576,640,7.745704236869285,23,0,1478.57470703125,384672572,0.1706686094403267
576,640,6.7435234496361725,22,9,1478.57470703125,384672572,0.18443435244262218
576,640,7.950945379130337,23,0,1478.57470703125,384672572,0.08995046373456717
576,640,7.5075387406973535,19,9,1478.57470703125,384672572,0.2314745681360364
576,640,7.1901151948872,20,0,1478.57470703125,384672572,0.2118083294481039
576,640,6.6948299608055795,23,9,1478.57470703125,384672572,0.23219777923077345
576,768,7.3660106158991105,21,0,1478.57470703125,384672572,0.2420640280470252
576,768,7.7012504914091835,27,1,1478.57470703125,384672572,0.17739044595509768
576,768,7.870490905736015,30,2,1478.57470703125,384672572,0.17927944473922253
576,768,7.510031633128776,31,3,1478.57470703125,384672572,0.20058061182498932
576,768,7.4727136869577,23,0,1478.57470703125,384672572,0.2367150504142046
576,768,7.5499262065295065,22,9,1478.57470703125,384672572,0.19698913022875786
576,768,7.680284385547015,23,0,1478.57470703125,384672572,0.1815195381641388
576,768,7.579725213157578,19,9,1478.57470703125,384672572,0.22682702913880348
576,768,6.776631551816231,20,0,1478.57470703125,384672572,0.12741099298000336
576,768,7.713849845883329,23,9,1478.57470703125,384672572,0.09447463043034077
576,800,7.475513908676954,21,0,1478.57470703125,384672572,0.12811492569744587
576,800,7.846824891252804,27,1,1478.57470703125,384672572,0.2544196890667081
576,800,7.713869454448931,30,2,1478.57470703125,384672572,0.1691295364871621
576,800,7.680652710542454,31,3,1478.57470703125,384672572,0.16616408806294203
576,800,6.356470138388397,23,0,1478.57470703125,384672572,0.20448988024145365
576,800,7.862048320531949,22,9,1478.57470703125,384672572,0.1777107659727335
576,800,7.675733267302239,23,0,1478.57470703125,384672572,0.16542034689337015
576,800,7.845132625360482,19,9,1478.57470703125,384672572,0.1662762751802802
576,800,7.841011097833732,20,0,1478.57470703125,384672572,0.1690779011696577
576,800,7.433199525582793,23,9,1478.57470703125,384672572,0.1777898259460926
576,1024,7.616508218516086,21,0,1478.57470703125,384672572,0.1700936323031783
