duration,execution_time
24.477,6.472582420799881
3.605,1.5939383627846837
5.277,2.021065100096166
13.401,3.57964128209278
11.05,3.158163697924465
22.57,6.028805567417294
11.886,3.420636103954166
2.821,1.5764973987825217
15.726,4.342327274847776
7.236,2.3448336562141776
16.379,4.062715833075345
11.363,3.200302756857127
0.914,1.3422843888401983
5.669,1.9273518370464444
10.449,3.0908142356202006
0.731,0.6830254890955985
4.023,1.4432854801416397
15.125,3.950816750060767
22.335,5.890776159241796
9.561,3.0553391189314425
21.577,5.802422340027988
16.954,4.389365999959409
2.534,0.986672043800354
11.781,3.915505609009415
15.595,4.323807490058243
11.52,3.125565556809306
4.963,1.7024869048036635
9.979,2.7739695077762008
15.464,4.5217615738511086
16.797,4.474825412966311
17.162,4.433337014168501
6.269,1.973636789713055
20.01,5.24760018568486
10.998,3.674540808890015
11.468,3.5698774810880423
16.718,4.549408452119678
12.957,3.5054407618008554
13.558,3.954094656277448
3.474,1.31104080285877
20.976,6.187290232162923
11.834,3.370999690145254
1.332,0.841132584027946
13.505,3.766982336994261
5.982,2.2599208308383822
22.1,5.488861093763262
13.27,3.5800041761249304
2.403,1.1181092760525644
17.92,4.504391686990857
0.731,0.6283356067724526
1.62,0.8027073913253844
3.527,1.3065827959217131
12.539,3.050819340161979
12.565,3.3523623100481927
13.793,3.441827846225351
2.273,1.2829857016913593
4.258,1.563893178012222
24.189,6.373754493892193
17.267,4.93990559829399
19.879,4.431207661982626
4.963,1.5071846460923553
5.695,1.6779609681107104
1.698,0.9599446100182832
1.202,0.665494941174984
2.691,1.1230197912082076
21.917,5.890419895760715
7.706,2.2790104248560965
7.941,2.5548258223570883
12.852,3.9946562107652426
25.156,6.620895743835717
1.567,0.8299351590685546
0.836,0.6974848937243223
4.624,1.641418430954218
3.709,1.254089763853699
27.847,6.749696340877563
17.737,4.2074526976794
4.31,1.3843799890019
22.23,5.446409427095205
4.415,1.4655717718414962
4.859,1.6359366308897734
21.133,5.716227435041219
4.624,1.487196781672537
5.094,1.774344059638679
5.695,1.8133331439457836
7.367,2.2659611883573234
9.639,2.5930382469668984
18.625,4.541868710890412
19.644,4.828589902725071
3.422,1.4204622423276303
17.267,4.5127775222063065
2.038,0.9854787243530154
6.687,2.2534135123714805
8.725,2.540730915032327
10.815,3.078580872155726
7.654,2.122205541934818
4.859,1.5980255361646414
25.496,5.685956270899624
20.376,5.047044646460563
22.465,6.098699725233018
22.413,5.9660310368053615
1.384,0.9466557069681584
2.116,1.0401650737039745
18.651,4.879916904028505
12.852,3.778455764055252
1.672,0.8631942220963538
26.645,8.07927398988977
7.784,2.5530915930867195
12.617,3.196132638026029
5.799,1.8047702172771096
22.047,5.9244986260309815
5.982,2.028844233136624
3.579,1.4764440711587667
16.901,4.514165436848998
5.277,1.839329811744392
16.718,4.3882547109387815
7.784,2.603562236763537
5.251,1.821559686213732
8.255,2.324135289993137
4.075,1.5158930867910383
18.834,4.190732948016375
25.678,6.709315021056682
2.534,1.0251215011812749
5.669,1.844873056281358
5.747,1.6335737756453454
5.747,1.947665560990572
16.797,3.8236129540018737
4.598,1.48207087488845
4.362,1.6561490930616856
25.443,6.472850034944713
14.472,3.802334816195071
24.477,6.233375394251198
3.605,1.512269448954612
5.277,1.9465420907363296
13.401,3.4301183479838078
11.05,3.015753685031086
22.57,5.945031462237239
11.886,3.4099960271269083
2.821,1.5620235949754715
15.726,4.867993807885796
7.236,2.2495588287711143
16.379,3.93412074400112
11.363,3.1606527999974787
0.914,1.2874303250573575
5.669,1.865698643028736
10.449,2.9096622643992305
0.731,0.6477360967546701
4.023,1.3942119712010026
15.125,3.819255905225873
22.335,5.751743829809129
9.561,3.0825979001820087
21.577,5.625740725081414
16.954,4.208884139079601
2.534,0.940704631153494
11.781,3.816991983912885
15.595,4.199944010004401
11.52,3.0515282601118088
4.963,1.6677618650719523
9.979,2.7252907161600888
15.464,4.434064930304885
16.797,4.358520036097616
17.162,4.29144737822935
6.269,1.91779520874843
20.01,5.020420341286808
10.998,3.5136423758231103
11.468,3.502795130945742
16.718,4.518077166751027
12.957,3.4652339527383447
13.558,3.997231259010732
3.474,1.3334920220077038
20.976,6.095940509811044
11.834,3.2667224667966366
1.332,0.8130677319131792
13.505,3.641237808391452
20.282,5.646154018148983
56.428,7.047407690289227
31.991,6.413900236036433
45.628,6.5215517635755615
49.815,6.490018747052053
57.194,6.40678831568535
35.026,6.777584270069919
64.533,6.616342526302644
51.101,6.097436489726296
58.302,6.078611860133228
39.085,6.766430896714269
68.888,6.209886138525778
28.008,6.2805267351614305
52.659,6.452759926847761
58.17,6.427917337045813
20.221,4.994741569922385
0.839,0.8640878488354519
20.963,6.927775455694815
1.442,1.3773398205934821
12.319,3.2258047503010574
1.292,1.1183693105662158
20.488,5.525450593726161
69.091,6.90963014292916
36.188,6.994169025794
5.192,2.025517414687236
32.678,6.373971175233986
59.156,6.605346599903773
49.017,6.260500722651973
14.338,4.007594040559502
16.829,4.45588202442708
50.229,6.623030933870097
28.418,6.88305678513859
6.762,2.2308745758675896
2.489,0.9224565390751039
32.923,7.019947224640544
69.562,8.399245348559989
56.393,6.845592584464151
55.221,6.622631216934713
40.69,6.600169185688438
24.872,6.425472330927852
27.828,6.771713830390794
60.823,6.554966910075186
15.229,3.9919190765160173
41.77,6.659403033184726
7.339,2.7725463164346893
42.132,6.325938315541311
47.343,6.262660695157604
47.479,6.314137295344974
33.962,6.215307727321339
11.944,3.4076316407258944
61.36,6.5331807763443335
30.747,6.867525213088333
16.935,4.466598646682012
6.449,2.5836639822691323
12.096,2.8849315210863264
60.353,6.511394360545407
67.498,6.586139699515494
60.855,7.000538463611553
16.303,4.008319864337715
62.229,6.880865436354522
15.433,3.4038259669548614
67.925,6.085908936537435
28.902,6.742739487124923
32.02,6.717287001002338
10.109,2.1350006838637445
10.881,3.310859053512252
32.002,6.866519756819247
23.538,6.401348364077623
47.03,5.9644233048244155
31.635,6.346404014321417
1.583,0.9659842659971859
50.385,6.956960292503959
49.056,6.324985738569215
39.443,6.552487924077264
12.182,2.9457641318509262
60.604,6.740106677899642
32.007,6.172905580630572
48.468,6.291627301170442
17.983,4.2301686371877745
7.122,2.1927377420661656
63.776,6.413808316392218
42.98,6.759533973722634
69.354,6.281179468467155
66.804,7.0283018812837055
59.467,6.811489764377393
32.504,7.036499573206973
8.919,2.7643650359057172
62.251,6.871538779428317
45.797,6.810452247993262
45.766,6.330112456623104
47.089,6.343326310854198
64.444,6.690254647844946
10.814,3.2211345758081498
57.65,6.873794551093152
50.394,7.066237040244872
31.672,6.936442865639874
59.233,6.308810306174068
12.805,3.556784526399802
2.852,1.181733594732791
28.835,6.559101007923125
16.079,4.035247967825278
65.092,6.2340403893800955
47.689,6.62696576647634
52.925,6.719293273893165
40.177,7.083824500356188
63.293,6.71962407231921
62.198,6.632241721699469
59.888,6.93170686987016
47.602,6.551387682282049
43.21,6.513978300046361
12.055,3.405243501624536
18.434,4.890249537820513
57.766,6.8180860501963325
64.61,6.479543689141927
16.633,3.838989515165911
6.814,2.3357219336392596
36.661,6.9133885029396405
63.035,6.053803704946803
48.643,6.3119883705696065
9.011,2.9155463942973454
36.725,6.415302756051168
67.683,6.430496394506954
38.432,6.368602166734136
37.763,6.724373586321317
48.606,6.240366334989683
15.452,3.514379900970367
16.329,4.300212384426441
39.586,7.127897432773208
39.884,6.699216401695545
22.449,5.51429217518817
5.868,1.3629542805507446
53.261,6.877876576783307
27.825,6.7073240674669234
43.971,6.275635998977773
29.377,6.898731738404591
45.852,6.752834411947363
49.679,6.067452907988449
52.262,6.57507452674603
11.882,3.564056206365377
18.808,4.626247928790346
20.333,4.993142301751906
59.0,6.538693606229348
41.649,7.03410330165587
62.355,6.363577165254171
45.045,6.5551973156636825
38.62,6.244650174381473
2.638,1.4536463004821825
8.364,2.3107988801761485
41.761,6.965124654189313
1.831,0.7906485228582586
26.23,6.603372506948774
44.873,6.2860162378235565
55.903,6.347292942835977
58.12,6.603607036717764
52.957,6.204239599251569
44.608,6.6821341343096705
6.768,2.346359292475476
29.784,6.502124397916768
53.658,6.726463780091662
29.683,5.987656374946299
34.364,6.705989685285497
54.417,6.802248832543939
21.749,5.8678132488881625
26.753,7.027763794558265
47.824,6.333103938432883
17.434,4.804543846890485
47.679,6.506279382883293
30.081,6.466725467891186
46.506,6.44880780167902
16.345,3.57092712104706
35.788,6.126002690070789
42.134,5.886561878830356
49.422,6.344712346995624
15.471,4.5691492823119715
36.89,7.1196870273448205
22.956,5.861096393370876
38.731,6.247669434776732
15.022,3.7139555030772686
42.316,6.704798583722017
16.364,4.702920275320876
15.596,4.0956572214798905
22.262,5.698883653694105
46.284,6.6125425715727495
6.343,2.514642756087702
10.671,3.0224631692813695
11.347,2.7251917376243187
17.356,4.5282206078669045
11.98,3.2880543765880375
23.279,5.826911363130959
23.682,5.739132952942447
24.809,5.917550130543221
4.687,1.6817246879349868
38.773,6.206694259841573
19.199,4.613297292287794
37.062,6.301567699733752
15.201,3.7597922408642455
12.401,3.3428430494731227
64.366,6.578422442421579
12.343,3.644005150286941
49.611,6.591935838279942
68.282,6.885737698565984
23.095,6.080300859275504
65.589,7.257524101297255
44.155,6.438068165888527
62.166,6.196217010877325
20.407,5.20834730922102
23.179,6.229295084325939
5.962,1.8675668770756642
2.581,0.7735246300818023
57.063,7.219870009028369
69.174,7.776056180002505
3.837,1.7729105450087195
49.074,6.059822979364776
6.605,2.538459541531796
41.116,6.399192271495085
38.759,6.4453635122761375
43.988,6.7190305361632285
34.287,6.955017132316516
44.67,6.254557644343407
36.906,6.7744341268055335
15.46,4.138255033287478
58.177,6.395112404162136
17.237,4.0582199132185846
63.464,7.224059574341026
7.784,2.632728918173684
37.354,7.148864432377614
46.684,6.60192883949293
56.381,6.923619221638868
47.829,6.303664691643721
34.857,6.817580925637927
60.164,7.038653351590674
52.386,6.472451289549962
59.088,7.133798320093383
24.592,6.432999466973313
2.221,1.2196401001038333
32.706,6.640745461363862
14.39,3.9423853891006075
12.148,3.7202167042240504
16.875,4.443247589458088
19.854,4.529574222750832
63.028,7.075091781834433
49.235,6.9457910500034385
