height,width,num_inference_steps,execution_time
576,320,95,10.727689504623413
576,320,105,11.855507850646973
576,480,15,2.622535467147827
576,480,25,4.155131578445435
576,480,35,5.6767637729644775
576,480,45,7.349430322647095
576,480,55,8.808675765991211
576,480,65,10.350531578063965
576,480,75,11.966286897659302
576,480,85,13.517228841781616
576,480,95,15.068842649459839
576,480,105,16.583329439163208
576,512,15,2.731992721557617
576,512,25,4.312074184417725
576,512,35,5.932443380355835
576,512,45,7.465139150619507
576,512,55,9.086148738861084
576,512,65,10.659398794174194
576,512,75,12.276047945022583
576,512,85,13.82438611984253
576,512,95,15.44323468208313
576,512,105,17.086738109588623
576,576,15,3.361557960510254
576,576,25,5.427251815795898
576,576,35,7.454612970352173
576,576,45,9.322978019714355
576,576,55,11.383092880249023
576,576,65,13.368663549423218
576,576,75,15.360941171646118
576,576,85,17.43285083770752
576,576,95,19.41989779472351
576,576,105,21.47836685180664
576,640,15,3.5915372371673584
576,640,25,5.6736156940460205
576,640,35,7.723281383514404
576,640,45,9.840081930160522
576,640,55,11.935056924819946
576,640,65,14.004115343093872
576,640,75,16.158907651901245
576,640,85,18.317262887954712
576,640,95,20.367363929748535
576,640,105,22.54078221321106
576,768,15,4.416157960891724
576,768,25,7.0006937980651855
576,768,35,9.509924173355103
576,768,45,12.199299097061157
576,768,55,14.822393655776978
576,768,65,17.277751684188843
576,768,75,19.946218490600586
576,768,85,22.493109703063965
576,768,95,25.118862628936768
576,768,105,27.601154088974
576,800,15,4.548365831375122
576,800,25,7.257162809371948
576,800,35,10.216736316680908
576,800,45,12.668508529663086
576,800,55,15.362623929977417
576,800,65,18.096391677856445
576,800,75,20.968103408813477
576,800,85,23.77348303794861
576,800,95,26.40534520149231
576,800,105,29.19504690170288
576,1024,15,5.939646482467651
576,1024,25,9.39413833618164
576,1024,35,12.92467737197876
576,1024,45,16.46236753463745
576,1024,55,19.915595769882202
576,1024,65,23.390610456466675
576,1024,75,26.975146055221558
576,1024,85,30.51518678665161
576,1024,95,34.047547578811646
576,1024,105,37.619261741638184
576,1152,15,7.282691478729248
576,1152,25,11.610059261322021
576,1152,35,15.912964105606079
576,1152,45,20.256930351257324
576,1152,55,24.500199556350708
576,1152,65,28.852703332901
576,1152,75,33.30066204071045
576,1152,85,37.67127728462219
576,1152,95,42.06218600273132
576,1152,105,46.31008458137512
576,1280,15,8.250500202178955
576,1280,25,13.200266361236572
576,1280,35,18.00546646118164
576,1280,45,22.93123960494995
576,1280,55,27.699053525924683
576,1280,65,32.746833086013794
576,1280,75,37.62205123901367
576,1280,85,42.44393706321716
576,1280,95,47.346887826919556
576,1280,105,52.326170444488525
640,320,15,2.1157374382019043
640,320,25,3.3775267601013184
640,320,35,4.63248872756958
640,320,45,5.846195936203003
640,320,55,7.122020721435547
640,320,65,8.365458726882935
640,320,75,9.635292530059814
640,320,85,10.883062362670898
640,320,95,12.196317911148071
640,320,105,13.41748309135437
640,480,15,2.9566221237182617
640,480,25,4.6303791999816895
640,480,35,6.342928409576416
640,480,45,8.168485879898071
640,480,55,9.850656509399414
640,480,65,11.535563230514526
640,480,75,13.33402132987976
640,480,85,15.063075304031372
640,480,95,16.76036310195923
640,480,105,18.48634123802185
640,512,15,3.0100889205932617
640,512,25,4.78921103477478
640,512,35,6.596376657485962
640,512,45,8.358025550842285
640,512,55,10.14293622970581
640,512,65,11.939061164855957
640,512,75,13.710255861282349
640,512,85,15.518593788146973
640,512,95,17.274933576583862
640,512,105,19.075643301010132
640,576,15,3.5636260509490967
640,576,25,5.739416122436523
640,576,35,7.791767597198486
640,576,45,9.914209127426147
640,576,55,12.010046243667603
640,576,65,14.164521217346191
640,576,75,16.204802989959717
640,576,85,18.32658290863037
640,576,95,20.522624015808105
640,576,105,22.61357855796814
640,640,15,4.166437864303589
640,640,25,6.538337707519531
640,640,35,8.99694561958313
640,640,45,11.470308780670166
640,640,55,13.981980085372925
640,640,65,16.416528940200806
640,640,75,18.723337411880493
640,640,85,21.409011363983154
640,640,95,24.49130892753601
640,640,105,26.146660804748535
640,768,15,4.9226696491241455
640,768,25,7.638819932937622
640,768,35,10.240174055099487
640,768,45,13.039869546890259
640,768,55,15.739962577819824
640,768,65,19.532009601593018
640,768,75,21.391823530197144
640,768,85,24.224097967147827
640,768,95,26.888280630111694
640,768,105,29.612037181854248
640,800,15,5.28268027305603
640,800,25,8.270609378814697
640,800,35,11.209501266479492
640,800,45,14.339036226272583
640,800,55,17.31219744682312
640,800,65,20.462950229644775
640,800,75,23.448549032211304
640,800,85,26.597582578659058
640,800,95,29.540187120437622
640,800,105,32.59760928153992
640,1024,15,6.74056601524353
640,1024,25,10.719057083129883
640,1024,35,14.689912796020508
640,1024,45,18.715781211853027
640,1024,55,22.860069274902344
640,1024,65,26.74150824546814
640,1024,75,30.698289155960083
640,1024,85,34.69823741912842
640,1024,95,38.73537349700928
640,1024,105,42.73240780830383
640,1152,15,8.147410154342651
640,1152,25,13.024351119995117
640,1152,35,17.96157479286194
640,1152,45,22.937994718551636
640,1152,55,27.862919807434082
640,1152,65,32.68766212463379
640,1152,75,37.63789415359497
640,1152,85,42.373029708862305
640,1152,95,47.50198245048523
640,1152,105,52.260619163513184
640,1280,15,9.530344724655151
640,1280,25,15.013769149780273
640,1280,35,20.758442401885986
640,1280,45,26.388778686523438
640,1280,55,32.060463666915894
640,1280,65,37.78418302536011
640,1280,75,43.49624705314636
640,1280,85,49.100881576538086
640,1280,95,54.7669632434845
640,1280,105,61.70857262611389
768,320,15,2.3516571521759033
768,320,25,3.7960009574890137
768,320,35,5.119182825088501
768,320,45,6.547731876373291
768,320,55,7.929819583892822
768,320,65,9.308730840682983
768,320,75,10.749592542648315
768,320,85,12.358991146087646
768,320,95,13.493135690689087
768,320,105,14.893984079360962
768,480,15,3.398449659347534
768,480,25,5.358447313308716
768,480,35,7.360503435134888
768,480,45,9.40735650062561
768,480,55,12.687946081161499
768,480,65,13.276009321212769
768,480,75,18.653143405914307
768,480,85,17.18611431121826
768,480,95,19.183659315109253
768,480,105,22.60872793197632
768,512,15,3.527597188949585
768,512,25,5.563283443450928
768,512,35,7.679433345794678
768,512,45,9.719668865203857
768,512,55,11.818231105804443
768,512,65,13.762726306915283
768,512,75,15.76466155052185
768,512,85,17.804795503616333
768,512,95,19.93332076072693
768,512,105,22.069763898849487
768,576,15,4.433620929718018
768,576,25,7.086862325668335
768,576,35,9.770505905151367
768,576,45,12.349207639694214
768,576,55,15.111222982406616
768,576,65,17.66701340675354
768,576,75,20.354923486709595
768,576,85,22.95192527770996
768,576,95,25.657325506210327
768,576,105,28.24646782875061
768,640,15,4.691910982131958
768,640,25,7.718881368637085
768,640,35,10.418274641036987
768,640,45,13.207151889801025
768,640,55,16.009765148162842
768,640,65,18.856284141540527
768,640,75,21.55659556388855
768,640,85,27.981223344802856
768,640,95,49.602888107299805
768,640,105,45.00467228889465
768,768,15,10.860941886901855
768,768,25,14.9871985912323
768,768,35,19.442907094955444
768,768,45,25.578100204467773
768,768,55,33.93236064910889
768,768,65,43.967613697052
768,768,75,54.62833046913147
768,768,85,51.195377826690674
768,768,95,54.35992169380188
768,768,105,56.265034675598145
768,800,15,14.469433784484863
768,800,25,12.099516153335571
768,800,35,21.74460220336914
768,800,45,25.906081199645996
768,800,55,30.401463508605957
768,800,65,53.9078471660614
768,800,75,43.34839653968811
768,800,85,48.00276827812195
768,800,95,60.13896465301514
